Label,Trial_ID,Time,S0,S1,S2,S3,S4
smart_phone,5,8.8,2986278.14,3391386.61,8974355.85,10642825.65,11391635.73
smart_phone,5,8.85,2986356.68,3386540.09,8908342.0,10658959.72,11380593.52
smart_phone,5,8.9,2986664.07,3371319.92,8965377.66,10579977.23,11390415.41
smart_phone,5,8.95,2967782.31,3371079.32,8920548.5,10644867.04,11454369.59
smart_phone,5,9.0,2986629.61,3388050.12,8911815.94,10644603.77,11458269.67
smart_phone,5,9.05,2968113.05,3369194.05,8913911.32,10651762.07,11394955.81
smart_phone,5,9.1,2971424.86,3389394.49,8917014.49,10660478.84,11386357.48
smart_phone,5,9.15,2971262.75,3390482.23,8963102.78,10590233.93,11456994.72
smart_phone,5,9.2,2987758.2,3371303.96,8969305.8,10595697.72,11392107.18
smart_phone,5,9.25,2967217.24,3390206.55,8913278.2,10658354.4,11467483.19
smart_phone,5,9.3,2984901.33,3372024.77,8957687.6,10589469.85,11468206.28
smart_phone,5,9.35,2987016.76,3368551.17,8968520.77,10642239.37,11393015.59
smart_phone,5,9.4,2985020.15,3368577.87,8973616.43,10648837.28,11465967.33
smart_phone,5,9.45,2969150.9,3392442.32,8906038.32,10579898.98,11454467.67
smart_phone,5,9.5,2986793.62,3369541.2,8911570.31,10646157.12,11394195.03
smart_phone,5,9.55,2968021.17,3386523.07,8964790.34,10594332.55,11393534.2
smart_phone,5,9.6,2987727.02,3370188.38,8920631.07,10589530.9,11389250.65
smart_phone,5,9.65,2969329.05,3366093.81,8965254.22,10642123.83,11465489.9
smart_phone,5,9.7,2967061.79,3387838.39,8958167.19,10659831.87,11462876.27
smart_phone,5,9.75,2970492.1,3389283.09,8965932.08,10589120.01,11390590.52
smart_phone,5,9.8,2989017.38,3370210.99,8915372.31,10641788.93,11455335.64
smart_phone,5,9.85,2967000.52,3385891.03,8970497.72,10652695.0,11449637.96
smart_phone,5,9.9,2986901.56,3386203.2,8920306.86,10595611.49,11454118.84
smart_phone,5,9.95,2984038.78,3388378.41,8965715.49,10597480.26,11382345.23
smart_phone,6,10.0,2985671.37,3369715.07,8893200.48,10672048.51,11530814.96
smart_phone,6,10.05,2971783.37,3368943.83,8907133.28,10655796.45,11533080.28
smart_phone,6,10.1,2967194.78,3391961.95,8893836.46,10608180.41,11531867.86
smart_phone,6,10.15,2984860.92,3388909.04,8907227.94,10653883.24,11537867.63
smart_phone,6,10.2,2989626.84,3390127.71,8962073.68,10666079.05,11539168.26
smart_phone,6,10.25,2971514.3,3390663.93,8948435.36,10670808.61,11528388.9
smart_phone,6,10.3,2972449.16,3391392.0,8904588.8,10604749.86,11449948.41
smart_phone,6,10.35,2972066.5,3389120.45,8897994.34,10658506.38,11523273.86
smart_phone,6,10.4,2967734.06,3372153.22,8902777.53,10657579.87,11454781.01
smart_phone,6,10.45,2987438.75,3392646.43,8955508.2,10601971.09,11452166.79
smart_phone,6,10.5,2989563.02,3372086.91,8902916.25,10654550.51,11523344.53
smart_phone,6,10.55,2987900.72,3366907.59,8953693.03,10607787.84,11536335.04
smart_phone,6,10.6,2968669.25,3369904.73,8895746.2,10606084.58,11537785.22
smart_phone,6,10.65,2986536.9,3388830.83,8904904.81,10665548.2,11531915.88
smart_phone,6,10.7,2968566.48,3393263.92,8893951.68,10674088.34,11469835.48
smart_phone,6,10.75,2986645.09,3367166.87,8952874.03,10656157.85,11522624.12
smart_phone,6,10.8,2989816.31,3371903.78,8895822.05,10607882.63,11536248.57
smart_phone,6,10.85,2985073.04,3387217.67,8906119.51,10658651.7,11462023.29
smart_phone,6,10.9,2967888.79,3388579.76,8907827.25,10660093.71,11461010.67
smart_phone,6,10.95,2971740.13,3389109.39,8909644.17,10605486.32,11453618.47
smart_phone,6,11.0,2970204.32,3386974.09,8900717.9,10608808.84,11526927.73
smart_phone,6,11.05,2989999.87,3372344.51,8905452.69,10594669.76,11454261.64
smart_phone,6,11.1,2986983.79,3367904.76,8896601.27,10667013.39,11520754.5
smart_phone,6,11.15,2987256.27,3367880.16,8901990.23,10654783.97,11518308.52
smart_phone,6,11.2,2967552.26,3388558.92,8946089.91,10599258.12,11523530.97
